bu_external_id,chnl_external_id,cluster_external_id,country_external_id,created_by,created_on,data_type_external_id,duration_end_date,duration_start_date,emp_external_id,is_deleted,level_external_id,level_of_measurement,modified_by,modified_on,param_name,param_value,plan_period,plan_type_id,pps__standalone_ic_admin_metric_table_id,prod_external_id,role_external_id,team_external_id,underlying_level,underlying_level_of_metric,workunit_external_id
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1227","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20570","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory3",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1227","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20571","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory3",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1228","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20572","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory4",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1228","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20573","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory4",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1228","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20574","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory4",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1229","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20575","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory5",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1229","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20576","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory5",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1229","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20577","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory5",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1230","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20578","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory6",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1230","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20579","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory6",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1230","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20580","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory6",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1231","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20581","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory7",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1231","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20582","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory7",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1231","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20583","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory7",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1232","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20584","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory8",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1232","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20585","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory8",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1232","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","4.7008064517750","TOTAL","TOTAL","20586","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory8",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1233","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20587","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory9",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1233","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20588","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory9",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1233","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20589","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory9",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1234","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20590","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory10",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1234","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20591","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory10",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1234","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20592","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory10",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1235","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20593","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory11",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1235","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20594","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory11",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1235","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20595","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory11",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1236","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20596","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory12",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1236","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20597","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory12",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1236","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20598","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory12",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1237","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20599","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory13",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1237","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20600","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory13",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1237","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20601","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory13",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1238","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20602","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory14",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1238","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20603","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory14",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1238","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20604","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory14",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1239","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20605","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory15",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1239","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20606","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory15",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1239","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20607","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory15",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1240","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20608","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory16",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1240","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20609","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory16",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1240","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20610","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory16",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1241","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20611","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory17",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1241","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20612","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory17",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1241","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20613","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory17",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1242","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20614","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory18",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1242","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20615","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory18",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1242","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20616","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory18",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1243","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20617","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory19",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1243","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20618","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory19",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1243","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20619","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory19",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1244","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_EARNINGS_UR","5.025","TOTAL","TOTAL","20620","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory20",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1244","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_PROTECTION_PAYOUT_UR","0.0000000000","TOTAL","TOTAL","20621","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory20",
"Ext_BU_1","TOTAL","CLUSTER01","COUNTRY1","8000001","2025-03-06T08:31:22.93292+00:00","TOTAL",,,"ext_EmpId_1244","false","Ext_level3","TOTAL","8000001","2025-03-06T08:31:22.93292+00:00","PTD_TOTAL_PAYOUT_UR","5.0250000000000","TOTAL","TOTAL","20622","TOTAL","Ext_role3","Ext_team_3","TOTAL","TOTAL","GL_BU_1_team_3_HQ_Region1_Territory20",
